Equipment state (expert assessment),Substation name,Dispatcher name,Transformer,Winding arrangement & Switching devices,Oil year,Breakdown voltage. kV,Moisture content. g/t,Acid number. mgKOH/g,Oil tangent at 90С. %,Flash point in closed cup. С,Н2. % vol.,СН4. % vol.,С2Н4. % vol.,С2Н6. % vol.,С2Н2. % vol.,СО2. % vol.,СО. % vol.,Winding year,Winding temperature during  last tests. C,R60 insulation resistance of HV winding. measured during commissioning tests. Mohm,R60 insulation resistance of HV winding. measured during last tests. MOhm,Tangent of HV winding insulation. measured during last tests. %,R60 insulation resistance of MV (LV1) winding. measured during commissioning tests. MOhm,Tangent of MV (LV1) winding insulation. measured during commissioning tests. %,R60 insulation resistance of MV (LV1) winding. measured during last tests. MOhm,Tangent of MV (LV1) winding insulation. measured during last tests. %,R60 insulation resistance of LV (LV2) winding. measured during commissioning tests. MOhm,Tangent of MV (LV2) winding insulation. measured during commissioning tests. %,R60 insulation resistance of LV (LV2) winding. measured during last tests. MOhm,Tangent of MV (LV2) winding insulation. measured during last tests. %,On-load tap-changer year,Breakdown voltage of oil from the tank. kV
satisfactory,Iartcevo-1,Т-2,TRDN-40000,1.00,-1.0,73.0,6.0,0.01,0.47,-1.00,0.000191,0.0,0.001673,0.00,0.00,0.12052,0.006,-1.0,-1.0,3000.00,3000.00,0.5,3000.00,0.3,3000.00,0.6,3000.00,0.4,3000.00,0.6,-1.0,-1.0
satisfactory,Trubnaia,Т-2,TRDN-25000/110/10.5,1.00,-1.0,69.0,0.0006,0.055,43564.00,-1.00,-1.00,-1.0,0.004,-1.00,-1.00,0.1,0.018000000000000002,-1.0,20.0,1000.00,450.00,0.6,700.00,0.21,600.00,0.75,700.00,0.18,600.00,0.78,-1.0,53.0
satisfactory,Iuzhnaia,Т-1,TRDN-40000/110,1.00,-1.0,65.6,1336728.00,0.22,0.05,-1.00,0.00122,0.00016,0.0025,0.0001,0.00001,0.26366999999999996,0.0981,-1.0,20.0,3600.00,30000.00,0.05,3690.00,0.2,35000.00,0.05,3800.00,0.16,35000.00,0.04,-1.0,70.0
satisfactory,Iuzhnaia,Т-2,TRDN-40000/110,1.00,-1.0,63.3,1385154.00,0.022,0.05,-1.00,0.00037,0.00011,0.00291,0.00013,0.00,0.30275,0.01009,-1.0,20.0,4700.00,15000.00,0.03,4580.00,0.2,20000.00,0.04,4700.00,0.2,20000.00,0.05,-1.0,65.0
satisfactory,Severnaia,Т-1,TRDN-63000/110,1.00,-1.0,57.0,457010.00,0.009,0.03,-1.00,0.00027,0.0001,0.00027,0.00027,0.00,0.17973,0.00873,-1.0,30.0,21546.00,124230.00,0.203,31800.00,0.05,132585.00,0.231,31400.00,0.055,164970.00,0.232,-1.0,65.6
good,Severnaia,Т-2,TRDN-63000/110,1.00,-1.0,47.0,6.61892,0.009,0.03,-1.00,0.00,0.00,0.00007,0.00012,0.00001,0.1586,0.00716,-1.0,20.0,44000.00,31500.00,0.11,38000.00,0.31,18000.00,0.17,48000.00,0.25,22100.00,0.16,-1.0,55.3
unsatisfactory,Orion,Т-1,TRDN-40000/110,1.00,-1.0,57.0,1148690.00,0.021,0.5,-1.00,0.00429,0.00011,0.00041,0.00004,0.00,0.11888,0.0058200000000000005,-1.0,20.0,1300.00,15000.00,0.03,2600.00,0.21,15000.00,0.6,4300.00,0.18,15000.00,0.08,-1.0,35.6
satisfactory,Orion,Т-2,TRDDN-40000/110,1.00,-1.0,49.0,1.20392,0.03,0.08,-1.00,0.00,0.00,0.00095,0.00015,0.00,0.14515999999999998,0.0053,-1.0,20.0,1750.00,13900.00,0.13,3300.00,0.25,17800.00,0.1,3500.00,0.28,21000.00,0.11,-1.0,59.6
unsatisfactory,Verete,Т-1,TRDN-25000/110/6/6,1.00,-1.0,64.0,5.0,0.038,0.24,-1.00,0.0004,0.0087,0.0009,0.0012,0.0003,0.0719,0.0367,-1.0,8.0,6000.00,25600.00,0.308,8000.00,0.1,40000.00,0.27,10000.00,0.2,45000.00,0.25,-1.0,70.0
unsatisfactory,Verete,Т-2,TRDN-25000/110/6/6,1.00,-1.0,71.6,7.0,0.016,0.3,-1.00,0.014,0.009000000000000001,0.0055,0.0023,0.0001,0.006370000000000001,0.0277,-1.0,10.0,12500.00,45000.00,0.23,15000.00,0.28,50000.00,0.33,20000.00,0.23,50000.00,0.22,-1.0,55.2
satisfactory,Zapadnaia,Т-1,TRDTCN-63000/110/6/6,1.00,-1.0,74.0,6.0,0.018,2.48,-1.00,0.00,0.0001,0.0041,0.0019,0.0019,0.0296,0.01,-1.0,41.0,15000.00,700.00,0.2,25000.00,0.22,1300.00,0.23,25000.00,0.17,1400.00,0.23,-1.0,53.2
unsatisfactory,Zapadnaia,Т-2,TRDTCN-63000/110/6/6,1.00,-1.0,64.0,8.0,0.026,43802.00,-1.00,0.002,0.001,0.00,0.00,0.00,0.0012,0.003,-1.0,44.0,7500.00,700.00,0.24,10500.00,0.25,12500.00,0.39,12000.00,0.3,15000.00,0.27,-1.0,45.2
satisfactory,KS-18,Т-1,TRDTCN-63000/110/6/6,1.00,-1.0,59.2,7.0,0.028,1.21,-1.00,0.00,0.001,0.0003,0.00,0.0001,0.0068,0.013999999999999999,-1.0,60.0,12000.00,300.00,0.45,1000.00,0.53,450.00,0.57,1200.00,0.53,500.00,0.53,-1.0,70.4
unsatisfactory,KS-18,Т-2,TRDTCN-63000/110/6/6,1.00,-1.0,49.2,6.0,0.062,0.65,-1.00,0.00,0.0001,0.0004,0.0001,0.00,0.003,0.0014,-1.0,22.0,10000.00,1500.00,0.33,1125.00,0.1,6250.00,0.27,1125.00,0.1,7500.00,0.22,-1.0,43.0
good,2,Т-1,TRDN-25000/110-U1,1.00,-1.0,70.3,43607.00,0.001,0.09,-1.00,0.0009,0.00028,0.00013,0.00049,0.00001,0.17,0.011000000000000001,-1.0,46.0,6000.00,8000.00,0.14,7000.00,0.3,7000.00,0.27,6000.00,0.3,7000.00,0.27,-1.0,67.3
satisfactory,6,Т-1,TRDN-25000/110-U1,1.00,-1.0,71.0,18.0,0.002,0.19,-1.00,0.0029,0.0008699999999999999,0.0026,0.00055,-1.00,0.43,0.39,-1.0,34.0,2400.00,10000.00,0.35,4000.00,0.24,9000.00,0.4,4000.00,0.23,9000.00,0.4,-1.0,67.3
good,6,Т-2,TRDN-32000/110-76,1.00,-1.0,72.0,43577.00,0.002,0.16,-1.00,0.00011,0.0002,0.001,-1.00,-1.00,0.381,0.046,-1.0,56.0,600.00,3000.00,0.26,900.00,0.69,2200.00,0.34,750.00,0.7,2400.00,0.33,-1.0,34.6
satisfactory,16,Т-3,TRDN-40000/110,1.00,-1.0,68.3,43725.00,0.013,1.99,-1.00,0.00022,0.00029,0.0005,0.00032,-1.00,0.063,0.028999999999999998,-1.0,-1.0,900.00,4000.00,0.3,2500.00,0.1,3000.00,0.31,1800.00,0.1,3000.00,0.34,-1.0,55.6
satisfactory,43,Т-1,TRDTCN-63000/110U1,1.00,-1.0,71.0,43604.00,0.006,0.22,-1.00,0.00011,0.00032,0.00011,0.00012,-1.00,0.29600000000000004,0.036000000000000004,-1.0,33.0,220.00,8000.00,0.7,450.00,0.5,8000.00,0.6,550.00,0.4,8000.00,0.6,-1.0,53.6
unsatisfactory,43,Т-2,TRDTCN-63000/110U1,1.00,-1.0,73.6,43607.00,0.004,0.31,-1.00,0.0014,0.00049,0.0004,0.0002,-1.00,0.45,0.02,-1.0,19.0,4000.00,10000.00,0.28,4000.00,0.1,10000.00,0.34,4000.00,0.1,10000.00,0.31,-1.0,68.3
unsatisfactory,27,Т-1,TRDN-32000/110,1.00,-1.0,67.0,43523.00,0.009,0.71,-1.00,0.0001,0.0002,-1.00,0.0005,-1.00,0.06,0.019,-1.0,50.0,440.00,5800.00,0.31,900.00,0.9,6000.00,0.35,900.00,0.7,6000.00,0.36,-1.0,36.0
satisfactory,27,Т-3,TRDN-32000/110-76,1.00,-1.0,74.6,43724.00,0.001,0.19,-1.00,0.00056,0.001,0.00004,-1.00,-1.00,0.091,0.066,-1.0,45.0,3900.00,3700.00,0.49,3000.00,0.43,3000.00,0.42,4000.00,0.46,3000.00,0.43,-1.0,37.0
unsatisfactory,39,Т-2,TRDN-25000/110-76U1,1.00,-1.0,50.0,43602.00,0.004,0.05,-1.00,0.00063,0.0003,0.00062,0.00012,-1.00,0.42100000000000004,0.027999999999999997,-1.0,38.0,1400.00,10000.00,0.34,2200.00,0.2,10000.00,0.31,2200.00,0.2,10000.00,0.37,-1.0,61.3
satisfactory,39,Т-1,TRDN-25000/110-76U1,1.00,-1.0,73.3,43542.00,0.001,0.72,-1.00,0.00015,0.00013000000000000002,0.00014,-1.00,-1.00,0.263,0.04,-1.0,42.0,1200.00,4000.00,0.92,2200.00,0.2,2900.00,0.6,2200.00,0.3,2800.00,0.9,-1.0,56.6
good,Sapfir,1Т,TRDN-25000,1.00,-1.0,85.0,-1.0,0.01,-1.00,-1.00,0.000571,7.900000000000001e-05,0.000236,0.000005,0.00,0.030489,0.0,-1.0,10.0,1600.00,3000.00,0.16,2100.00,0.73,3000.00,0.2,2100.00,0.71,3000.00,0.2,-1.0,84.0
good,Sapfir,2Т,TRDN-25000,1.00,-1.0,65.0,-1.0,0.014,-1.00,-1.00,0.000661,9.2e-05,0.002463,0.000006,0.00,0.036624000000000004,0.001475,-1.0,37.0,1330.00,2800.00,0.21,1600.00,0.49,2500.00,0.2,1600.00,0.47,2500.00,0.2,-1.0,69.0
good,Kompressornaia,1Т,TRDN40000,1.00,-1.0,67.2,43650.00,0.001,0.6,-1.00,0.0001785,0.00011999999999999999,0.000407,0.00,0.00,0.036000000000000004,0.0037,-1.0,25.0,2500.00,3000.00,0.25,3800.00,0.31,3000.00,0.3,3700.00,0.28,3000.00,0.3,-1.0,-1.0
good,Kompressornaia,2Т,TRDN40000,1.00,-1.0,65.2,43678.00,0.008,0.9,-1.00,0.00014,0.0001,0.000356,0.00,0.00,0.021,0.004,-1.0,28.0,1400.00,3000.00,0.2,2800.00,0.32,3000.00,0.2,2200.00,0.31,3000.00,0.2,-1.0,-1.0
good,Centralnaia,2Т,TRDN40000,1.00,-1.0,69.6,3.0,0.002,0.03,-1.00,0.00001,2.8000000000000003e-05,0.000002,0.00,0.00,0.006,0.0004,-1.0,18.0,650.00,800.00,0.4,920.00,0.4,1100.00,0.4,920.00,0.4,1000.00,0.4,-1.0,-1.0
unsatisfactory,110/6/10kVBKHZ,Т-2,TRDN-25000/6/6,1.00,-1.0,70.8,27.0,0.034,-1.00,-1.00,0.00351,0.0011099999999999999,0.01234,0.00026,0.00,0.08182,0.03515,-1.0,-1.0,5000.00,1000.00,0.299,5000.00,0.31,1000.00,0.325,5000.00,0.31,1000.00,0.336,-1.0,-1.0
satisfactory,110/6kVStrommashina,Т-1,TRDN-40000/110-67,1.00,-1.0,70.0,-1.0,0.044,43466.00,-1.00,-1.00,0.00055,-1.00,0.0055,-1.00,0.07,0.27,-1.0,28.0,700.00,2000.00,0.28,1150.00,0.4,1900.00,0.38,1000.00,0.4,1900.00,0.38,-1.0,61.0
unsatisfactory,110/6kVStrommashina,Т-2,TRDN-40000/110-67,1.00,-1.0,70.0,-1.0,0.021,0.7,-1.00,-1.00,0.00016,-1.00,0.0026,-1.00,0.01,0.11,-1.0,30.0,710.00,3000.00,0.17,1280.00,0.3,3000.00,0.18,1250.00,0.3,3000.00,0.185,-1.0,66.0
unserviceable,110/6/6kVPromuzel,Т-1,TRDN-25000/110-66,1.00,-1.0,66.3,32.1,0.058,1.45,-1.00,0.00,0.0,0.0016,0.00,0.0043,0.07,0.011000000000000001,-1.0,18.0,660.00,1400.00,0.29,1993.00,0.5,1700.00,0.33,1860.00,0.5,2000.00,0.32,-1.0,58.5
unserviceable,110/6/6kVPromuzel,Т-2,TRDN-25000/110-66,1.00,-1.0,34.5,36.0,0.045,43594.00,-1.00,0.00003,0.0003,0.00446,0.0021,0.00075,0.07431,0.026439999999999998,-1.0,15.0,630.00,820.00,0.32,1600.00,0.85,730.00,0.37,1300.00,0.83,532.00,0.44,-1.0,34.5
good,Bezhitckaia,Т-2,TRDN-40000/110,1.00,-1.0,74.0,13.48,0.011,0.5,-1.00,0.00,0.0001,0.00061,0.00,0.00,0.11154000000000001,0.009000000000000001,-1.0,-1.0,2000.00,2500.00,0.22,2000.00,0.26,2500.00,0.22,2000.00,0.26,2500.00,0.22,-1.0,-1.0
good,Bezhitckaia,Т-1,TRDN-25000/110-U1,1.00,-1.0,64.0,22.89,0.01,0.3,-1.00,0.00072,0.00045,0.0072,0.00082,0.00,0.24331999999999998,0.0127,-1.0,-1.0,1200.00,1500.00,0.21,1300.00,0.21,2200.00,0.19,1300.00,0.21,2200.00,0.19,-1.0,-1.0
satisfactory,Kamvolnaia,Т-2,TRDN-25000/110-66,1.00,-1.0,66.0,43785.00,0.012,0.8,-1.00,0.00072,0.00016999999999999999,0.00339,0.00,0.00,0.29113,0.0137,-1.0,-1.0,2500.00,3500.00,0.19,3000.00,0.18,4000.00,0.16,3000.00,0.18,4000.00,0.16,-1.0,-1.0
good,Iuzhnaia,Т-2,TRND-25000/110-66,1.00,-1.0,71.0,43656.00,0.033,2.00,-1.00,0.00,0.00015,0.0052,0.00,0.00,0.26556,0.015119999999999998,-1.0,-1.0,2000.00,3600.00,0.19,2000.00,0.2,3500.00,0.18,2000.00,0.2,3500.00,0.18,-1.0,-1.0
satisfactory,Belgorod,1Т,TRDN-40000,1.00,-1.0,60.0,-1.0,0.028,0.35,-1.00,0.00,0.00021,0.0013,0.00014,0.00,0.098,0.0072,-1.0,30.0,10000.00,4000.00,0.18600000000000003,10000.00,0.11,5000.00,0.20800000000000002,10000.00,0.12,5000.00,0.227,-1.0,63.6
good,Vitamin.k-t,1Т,TRDN-25000,1.00,-1.0,67.4,43649.00,0.038,0.89,-1.00,0.00,0.00014,0.0032,0.00,0.00,0.10300000000000001,0.012,-1.0,40.0,1350.00,10000.00,0.25,1950.00,0.3,10000.00,0.34,2250.00,0.3,10000.00,0.32,-1.0,66.4
good,Dubovoe,1Т,TRNDTCN-40000,1.00,-1.0,69.2,-1.0,0.022,0.24,-1.00,0.00,0.00014,0.0015,0.00,0.00,0.085,0.0077,-1.0,30.0,900.00,10000.00,0.21,1200.00,0.3,10000.00,0.27,1100.00,0.3,10000.00,0.24,-1.0,70.0
good,Dubovoe,2Т,TRNDTCN-40000,1.00,-1.0,71.6,43467.00,0.022,0.25,-1.00,0.00,0.00015,0.0012,0.00,0.00,0.0069,0.0045,-1.0,40.0,900.00,9000.00,0.23600000000000002,1300.00,0.3,8000.00,0.249,1200.00,0.3,8000.00,0.248,-1.0,70.0
good,Himzavod,1Т,TRDN-32000,1.00,-1.0,61.2,-1.0,0.042,0.42,-1.00,0.00,0.00035,0.021,0.00,0.00,0.386,0.062,-1.0,25.0,594.00,600.00,0.5,972.00,0.22,600.00,0.3,1080.00,0.22,600.00,0.32,-1.0,54.8
good,Himzavod,2Т,TRDN-32000,1.00,-1.0,70.0,-1.0,0.04,1.43,-1.00,0.00,0.0002,0.0088,0.00,0.00,0.154,0.02,-1.0,35.0,4000.00,1600.00,0.17,8000.00,0.23,2400.00,0.17,8000.00,0.22,2400.00,0.16,-1.0,51.6
satisfactory,Zapadnaia,Т-1,TRNDTCN-40000/25000/110,1.00,2004.0,63.0,43651.00,0.0078,0.9,141.00,0.00043,0.0001,0.0001,0.00002,0.00015,0.105,0.004,2004.0,-1.0,980.00,1850.00,0.1,950.00,0.11,2100.00,0.12,980.00,0.09,1750.00,0.1,2004.0,-1.0
satisfactory,VEMZ,Т-1,TRDN-40000/110,1.00,1986.0,68.0,43532.00,0.004,0.76,146.00,0.00001,0.00018,0.00197,0.00016,0.00013,0.171,0.006,1986.0,-1.0,1200.00,2100.00,0.13,1100.00,0.14,2500.00,0.14,1050.00,0.12,1800.00,0.11,1986.0,-1.0
satisfactory,Iuzhnaia,Т-1,TRDN-63000/110,1.00,1978.0,66.0,-1.0,0.023,43525.00,142.00,0.00109,0.00037,0.00127,0.00007,0.0023,0.20600000000000002,0.006,1978.0,45.0,1100.00,9170.00,0.26,2900.00,0.41,13300.00,0.33,3000.00,0.37,11900.00,0.31,1978.0,0.0
satisfactory,Vostochnaia,Т-1,TRDN-63000/110,1.00,1979.0,59.0,-1.0,0.09,43591.00,145.00,0.00001,0.00016999999999999999,0.00431,0.00005,0.00006,0.342,0.013000000000000001,1979.0,50.0,310.00,530.00,0.35,700.00,0.4,520.00,0.54,650.00,0.4,523.00,0.42,1979.0,0.0
satisfactory,Gus,Т-3,TRDN-40000,1.00,1979.0,52.0,-1.0,0.05,-1.00,150.00,0.00036,0.00045,0.00104,0.00035,0.00001,0.317,0.013000000000000001,1979.0,25.0,2800.00,2700.00,0.25,5000.00,0.4,3000.00,0.26,5000.00,0.4,3000.00,0.26,1979.0,-1.0
satisfactory,Kvartc,Т-2,TRDN-40000,1.00,1981.0,59.0,-1.0,0.12,-1.00,151.00,0.00061,0.0014,0.01282,0.00256,0.00001,0.41700000000000004,0.039,1981.0,23.0,2000.00,400.00,0.7,3000.00,0.5,2000.00,0.8,3000.00,0.6,2000.00,0.8,1981.0,-1.0
satisfactory,Karabanovo,Т-1,TRDN-25000/110,1.00,1983.0,62.0,43694.00,0.012,43497.00,144.00,0.0001,0.00018999999999999998,0.00175,0.00006,0.0008,0.177,0.004,1983.0,5.0,-1.00,9000.00,0.53,-1.00,-1.0,8500.00,0.29,-1.00,-1.0,9000.00,0.53,1983.0,40.0
satisfactory,Oktiabrskaia,Т-2,TRDN-32000/110,1.00,1980.0,60.0,43699.00,0.043,-1.00,150.00,0.00001,0.00035,0.00555,0.00027,0.00006,0.301,0.013999999999999999,1980.0,25.0,-1.00,607.00,0.27,-1.00,-1.0,940.00,0.88,-1.00,-1.0,955.00,0.63,1980.0,56.0
satisfactory,Shuia-3,Т-1,TRDN-40000/110,1.00,1982.0,65.0,-1.0,0.01,-1.00,144.00,0.00027,0.00044,0.0033,0.00343,0.00057,0.2,0.01,1982.0,12.0,1150.00,1400.00,0.2,950.00,0.5,900.00,0.2,620.00,0.4,780.00,0.2,1982.0,48.0
satisfactory,Shuia-3,Т-2,TRDN-40000/110,1.00,1986.0,45.0,-1.0,0.07,-1.00,135.00,0.00207,0.0010400000000000001,0.00298,0.00041,0.00098,0.22446999999999998,0.01425,1986.0,31.0,830.00,10000.00,0.2,1450.00,0.5,10000.00,0.2,1300.00,0.5,10000.00,0.1,1986.0,56.0
satisfactory,Ivanovskaia-2,Т-3,TRDN-40000/110,1.00,1991.0,62.0,-1.0,0.04,-1.00,141.00,0.00005,0.00018,0.00194,0.00005,0.0003,0.13062,0.00958,1991.0,20.0,1200.00,7000.00,0.1,1900.00,0.12,10000.00,0.1,1150.00,0.1,9200.00,0.1,1991.0,56.0
good,Granat,Т2,TRND-40000/110,1.00,1986.0,46.8,15.0,0.01,0.07%,140.00,0.0001,0.00024700000000000004,0.000395,0.000001,0.000141,0.15904400000000002,0.013434,1986.0,30.0,2800.00,1300.00,0.381,1400.00,0.4,1300.00,0.498,1300.00,0.5,1400.00,0.56,1986.0,42.0
good,Dubrava,Т1,TRDN-25000/110,1.00,1980.0,78.5,18.0,0.02,0.04%,146.00,0.0001,0.000256,0.004793,0.000001,0.000001,0.18796400000000002,0.028137,1980.0,50.0,860.00,1900.00,0.302,1800.00,0.38,1800.00,0.36700000000000005,1600.00,0.35,1700.00,0.349,1980.0,47.8
good,TCvetkovo,Т-3,TRDN-40000/110,1.00,1969.0,76.0,16.0,0.001,0.2,145.00,0.00,0.0002,0.001,0.00,0.0004,0.066,0.008,1969.0,40.0,500.00,2000.00,0.3,1000.00,0.3,400.00,0.3,800.00,0.3,400.00,0.3,1969.0,66.0
good,Belkino,Т-1,TRDN-25000/110,1.00,1974.0,74.0,-1.0,0.007,0.2,151.00,0.00,0.0001,0.0005,0.00,0.0001,0.059000000000000004,0.005,1974.0,45.0,1000.00,10000.00,0.1,1000.00,0.1,10000.00,0.1,1000.00,0.1,7000.00,0.1,1974.0,45.0
good,Belkino,Т-2,TRDN-25000/110,1.00,1974.0,59.0,-1.0,0.032,0.4,151.00,0.00,0.0002,0.001,0.00,0.0001,0.08900000000000001,0.008,1974.0,40.0,1200.00,2500.00,0.2,3000.00,0.3,2000.00,0.2,2000.00,0.3,1500.00,0.1,1974.0,73.0
satisfactory,Bytpribor,Т-1,TRDN-25000/110,1.00,1975.0,61.0,43556.00,0.011,0.12,144.00,0.0004,0.00018999999999999998,0.0005,0.00004,0.00179,0.166,0.0109,1975.0,34.0,9000.00,7000.00,0.13,5000.00,0.22,5000.00,0.25,5000.00,0.22,5000.00,0.24,1975.0,65.0
satisfactory,Bytpribor,Т-2,TRDN-25000/110,1.00,1991.0,66.0,43709.00,0.0047,0.2,140.00,0.0036,0.00058,0.0004,0.00044,0.0004,0.195,0.008,1991.0,12.0,1300.00,2200.00,-1.0,1700.00,0.8,3000.00,-1.0,1800.00,0.8,3000.00,-1.00,1991.0,53.0
satisfactory,Vostochnaia,Т-1,TRDN-25000/110,1.00,1980.0,60.0,43556.00,0.02,0.32,150.00,0.0013,0.00047000000000000004,0.00478,0.00007,0.0014,0.317,0.024,1980.0,22.0,1200.00,10000.00,0.245,2500.00,0.66,10000.00,0.285,2500.00,0.59,10000.00,0.313,1980.0,59.0
satisfactory,Vostochnaia,Т-2,TRDN-25000/110,1.00,1977.0,49.0,2.0,0.03,1.00,144.00,0.0007,0.00022,0.00379,0.00005,0.00057,0.237,0.019,1977.0,28.0,970.00,10000.00,-1.0,1600.00,0.35,10000.00,-1.0,1700.00,0.39,10000.00,-1.00,1977.0,37.0
satisfactory,Maiak,Т-1,TRDN-25000/110,1.00,1986.0,59.0,43526.00,0.014,0.235,146.00,0.001,0.00015,0.00096,0.00005,0.00091,0.113,0.0073,1986.0,12.0,3000.00,10000.00,-1.0,8000.00,0.22,10000.00,-1.0,8000.00,0.23,10000.00,-1.00,1986.0,42.0
satisfactory,Maiak,Т-2,TRDN-25000/110,1.00,1986.0,57.0,2.0,0.018,0.32,146.00,-1.00,0.0012,0.00043,0.00002,0.00026,0.10099999999999999,0.0053,1986.0,10.0,2300.00,10000.00,0.261,2500.00,0.64,10000.00,0.228,2500.00,0.58,10000.00,0.241,1986.0,56.0
satisfactory,Lazarevo-2,Т-1,TRDN-40000/110,1.00,1985.0,70.0,43588.00,0.043,4.00,148.00,-1.00,0.00014,0.00108,0.00003,0.00014,0.154,0.0083,1985.0,16.0,850.00,10000.00,0.2,1600.00,0.5,10000.00,3.0,1700.00,0.7,10000.00,0.5,1985.0,62.0
good,Agregatnaia,Т-1,TRDN-40000/110,1.00,1975.0,45.3,-1.0,0.022,0.49,151.00,0.00009,0.00013000000000000002,0.00211,0.00,0.00,0.0346,0.00895,1975.0,-1.0,-1.00,3000.00,0.59,-1.00,-1.0,3000.00,0.48,-1.00,-1.0,3000.00,0.57,1975.0,54.0
good,Zarechnaia,Т-2,TRDN-25000/110,1.00,1984.0,78.0,-1.0,0.036,43556.00,145.00,0.00,0.00011,0.00123,0.00011,0.00,0.0542,0.0123,1984.0,-1.0,-1.00,3000.00,0.27,-1.00,-1.0,3000.00,0.32,-1.00,-1.0,3000.00,0.41,1984.0,46.6
good,Zarechnaia,Т-3,TRDN-40000/110,1.00,1977.0,73.0,-1.0,0.036,43710.00,145.00,0.00,0.0001,0.00082,0.00,0.00,0.059000000000000004,0.009059999999999999,1977.0,-1.0,-1.00,3000.00,0.25,-1.00,-1.0,3000.00,0.25,-1.00,-1.0,3000.00,0.3,1977.0,51.0
good,Gorroshcha,Т-1,TRDTN-25000/110,1.00,1983.0,60.0,-1.0,0.05,43680.00,155.00,0.00023,0.00023999999999999998,0.00626,0.00001,0.00001,0.20135999999999998,0.01847,1983.0,40.0,4000.00,4500.00,0.82,3600.00,0.7,3800.00,0.81,3600.00,0.7,3800.00,0.81,1983.0,0.0
satisfactory,Solomino,Т-2,TRDTN-25000/110,1.00,1976.0,60.0,-1.0,0.08,43500.00,142.00,0.00006,0.0003,0.00948,0.00005,0.00001,0.16184,0.01622,1976.0,41.0,3800.00,4200.00,0.87,3400.00,0.86,3600.00,0.89,3400.00,0.86,3600.00,0.89,1976.0,0.0
satisfactory,Iste,Т-1,TRDN-40000/110,1.00,1974.0,60.0,-1.0,0.07,43619.00,145.00,0.0008,0.00023999999999999998,0.00626,0.00001,0.00001,0.20135999999999998,0.01847,1974.0,42.0,3900.00,4100.00,0.8,3450.00,0.55,3720.00,0.8,3600.00,0.7,3800.00,0.81,1974.0,0.0
satisfactory,Aidarovo,Т-1,TRDN-25000/110/6,1.00,1973.0,76.0,10.0,0.03,0.09,142.00,0.0031,0.00,0.00006,0.00003,0.00,0.1289,0.00731,1973.0,15.0,2000.00,2000.00,0.12,2000.00,0.23,2000.00,0.12,2000.00,0.25,2000.00,0.1,1973.0,72.8
satisfactory,Stechkin,Т-1,TRDN-40000/110-76U1,1.00,1981.0,72.4,11.0,0.02,0.23,142.00,0.00002,0.00,0.00027,0.00005,0.00002,0.7095,0.00556,1981.0,15.0,6000.00,6000.00,0.12,4000.00,0.14,4000.00,0.14,4000.00,0.14,4000.00,0.14,1981.0,65.6
satisfactory,Stechkin,Т-2,TRDN-40000/110-76,1.00,1982.0,76.8,11.0,0.017,0.28,13810.00,0.00,0.0001,0.00031,0.00,0.00002,0.08784,0.00572,1982.0,0.0,6000.00,6000.00,0.25,6000.00,0.19,6000.00,0.19,6000.00,0.2,6000.00,0.2,1982.0,75.2
satisfactory,Avtozavod,Т-1,TRDN-63000/110,1.00,1984.0,57.3,43536.00,0.006,0.1,140.00,0.00027,0.00022,0.0033,0.000043,0.00014,0.08900000000000001,0.009000000000000001,1984.0,42.0,800.00,4100.00,0.19,1500.00,0.16,4400.00,0.21,750.00,0.25,5000.00,0.2,1984.0,75.0
good,Mashzavod,Т-1,TRDN-63000/110,1.00,1991.0,69.3,43506.00,0.015,0.18,138.00,0.00113,0.00045,0.00255,0.00011,0.00423,0.094,0.009000000000000001,1991.0,15.0,2600.00,15000.00,0.22,2800.00,0.18,18000.00,0.25,2800.00,0.18,18000.00,0.25,1991.0,59.7
satisfactory,Pirogovo,Т-1,TRDN-25000/110,1.00,1970.0,52.0,43695.00,0.019,0.99,143.00,0.00038,0.00032,0.00457,0.00024,0.00056,0.01149,0.026000000000000002,1970.0,27.0,2000.00,2500.00,0.22,3300.00,0.2,2900.00,0.21,3100.00,0.2,2900.00,0.21,1970.0,64.3
good,Kalashnikov,Т-1,TRDN-40000/110,1.00,2008.0,62.3,43472.00,0.003,0.26,139.00,0.00121,0.00984,0.00014,0.00136,0.00004,0.028999999999999998,0.032,2008.0,30.0,4000.00,3500.00,0.2,5700.00,0.28,8000.00,0.3,4300.00,0.29,8000.00,0.31,2008.0,62.3
satisfactory,Sibirskaia,Т-1,TRDN-25000/110,1.00,1979.0,66.8,43494.00,0.0133,0.759,144.00,0.00048,0.00027,0.00779,0.00018,0.00052,0.214,0.027999999999999997,1979.0,52.0,650.00,1310.00,0.3,1070.00,0.76,1930.00,0.32,1200.00,0.63,2280.00,0.31,1979.0,68.0
satisfactory,Sibirskaia,Т-2,TRDN-25000/110,1.00,1979.0,75.3,43516.00,0.0147,0.968,143.00,0.00127,0.00041,0.0062,0.00013,0.00243,0.17300000000000001,0.031,1979.0,40.0,620.00,1720.00,0.26,1550.00,0.47,3000.00,0.32,1200.00,0.44,2630.00,0.31,1979.0,72.0
